Ensembl Gene ID	Associated Gene Name	Description
ENSDARG00000091593	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000087735	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000105066	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000045873	frs2a	fibroblast growth factor receptor substrate 2a [Source:ZFIN;Acc:ZDB-GENE-060503-462]
ENSDARG00000076247	dlk2	delta-like 2 homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-081107-4]
ENSDARG00000092630	si:dkey-239h2.4	si:dkey-239h2.4 [Source:ZFIN;Acc:ZDB-GENE-081104-384]
ENSDARG00000043130	notch2	notch 2 [Source:ZFIN;Acc:ZDB-GENE-000329-4]
ENSDARG00000071087	slc35b4	solute carrier family 35, member B4 [Source:ZFIN;Acc:ZDB-GENE-030131-2457]
ENSDARG00000084856	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000044588	emp2	epithelial membrane protein 2 [Source:ZFIN;Acc:ZDB-GENE-040822-24]
ENSDARG00000103061	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000053062	GJE1 (1 of 2)	gap junction protein, epsilon 1, 23kDa [Source:HGNC Symbol;Acc:HGNC:33251]
ENSDARG00000074081	DNAI2 (1 of 2)	dynein, axonemal, intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:18744]
ENSDARG00000069287	imp3	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1062]
ENSDARG00000099978	GLCCI1 (2 of 2)	glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]
ENSDARG00000069940	ppap2d	phosphatidic acid phosphatase type 2D [Source:ZFIN;Acc:ZDB-GENE-061201-42]
ENSDARG00000102876	dre-mir-430c-1	dre-mir-430c-1 [Source:miRBase;Acc:MI0001529]
ENSDARG00000084040	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000088093	dre-mir-430b-18	dre-mir-430b-18 [Source:miRBase;Acc:MI0002158]
ENSDARG00000035889	zbtb8b	zinc finger and BTB domain containing 8B [Source:ZFIN;Acc:ZDB-GENE-050417-42]
ENSDARG00000085910	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000098425	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000077409	cby1	chibby homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-5074]
ENSDARG00000087685	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000083638	U7	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]
ENSDARG00000103758	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000104685	grk1b	G protein-coupled receptor kinase 1 b [Source:ZFIN;Acc:ZDB-GENE-050417-211]
ENSDARG00000103909	CABZ01094623.1	
ENSDARG00000082019	dre-mir-9-1	dre-mir-9-1 [Source:miRBase;Acc:MI0001880]
ENSDARG00000087113	AL645743.2	
ENSDARG00000091115	dre-mir-430b-18	dre-mir-430b-18 [Source:miRBase;Acc:MI0002158]
ENSDARG00000101908	rab3ip	RAB3A interacting protein (rabin3) [Source:ZFIN;Acc:ZDB-GENE-050522-323]
ENSDARG00000032997	rnf185	ring finger protein 185 [Source:ZFIN;Acc:ZDB-GENE-040426-1977]
ENSDARG00000091704	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000093406	C19H6orf62	chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]
ENSDARG00000090950	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102597	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000080961	dre-mir-31	dre-mir-31 [Source:miRBase;Acc:MI0003691]
ENSDARG00000045874	yeats4	YEATS domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040718-252]
ENSDARG00000103022	CR513785.1	
ENSDARG00000086549	BX005305.1	
ENSDARG00000104271	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000101286	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000040135	fosaa	v-fos FBJ murine osteosarcoma viral oncogene homolog Aa [Source:ZFIN;Acc:ZDB-GENE-131121-552]
ENSDARG00000053911	si:dkey-42l23.3	si:dkey-42l23.3 [Source:ZFIN;Acc:ZDB-GENE-131127-385]
ENSDARG00000018921	fam84a	family with sequence similarity 84, member A [Source:ZFIN;Acc:ZDB-GENE-040426-1247]
ENSDARG00000086682	CU104784.2	
ENSDARG00000087445	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000097393	si:dkeyp-77c4.2	si:dkeyp-77c4.2 [Source:ZFIN;Acc:ZDB-GENE-131120-3]
ENSDARG00000085695	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000005841	tnni2a.2	troponin I type 2a (skeletal, fast), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040426-970]
ENSDARG00000100837	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000082154	dre-mir-92a-2	dre-mir-92a-2 [Source:miRBase;Acc:MI0001952]
ENSDARG00000086466	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000098367	srp54	signal recognition particle 54 [Source:ZFIN;Acc:ZDB-GENE-040426-818]
ENSDARG00000102909	snoMBII-202	Small nucleolar RNA MBII-202 [Source:RFAM;Acc:RF00324]
ENSDARG00000085296	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000016074	cryz	crystallin, zeta (quinone reductase) [Source:ZFIN;Acc:ZDB-GENE-050306-24]
ENSDARG00000007885	fancl	Fanconi anemia, complementation group L [Source:ZFIN;Acc:ZDB-GENE-040426-1045]
ENSDARG00000104608	CABZ01114193.1	
ENSDARG00000056690	mtmr1a	myotubularin related protein 1a [Source:ZFIN;Acc:ZDB-GENE-050522-518]
ENSDARG00000084430	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000085246	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000080241	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000097964	arhgef33	Rho guanine nucleotide exchange factor (GEF) 33 [Source:ZFIN;Acc:ZDB-GENE-131121-574]
ENSDARG00000103182	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000076463	BX901889.3	
ENSDARG00000080708	dre-mir-375-2	dre-mir-375-2 [Source:miRBase;Acc:MI0002073]
ENSDARG00000081104	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000098468	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000101848	CABZ01084340.1	
ENSDARG00000081837	dre-mir-15a-2	dre-mir-15a-2 [Source:miRBase;Acc:MI0001892]
ENSDARG00000097754	si:ch211-285d14.9	si:ch211-285d14.9 [Source:ZFIN;Acc:ZDB-GENE-131121-444]
ENSDARG00000085786	SCARNA1	Small Cajal body specific RNA 1 [Source:RFAM;Acc:RF00553]
ENSDARG00000042341	tmem251	transmembrane protein 251 [Source:ZFIN;Acc:ZDB-GENE-041001-121]
ENSDARG00000080742	dre-mir-17a-2	dre-mir-17a-2 [Source:miRBase;Acc:MI0001898]
ENSDARG00000084499	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000083918	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000014717	DYNC1H1	dynein, cytoplasmic 1, heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]
ENSDARG00000083365	dre-mir-148	dre-mir-148 [Source:miRBase;Acc:MI0002015]
ENSDARG00000101514	ftr64	finTRIM family, member 64 [Source:ZFIN;Acc:ZDB-GENE-090508-8]
ENSDARG00000100897	PDGFRB	platelet-derived growth factor receptor, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:8804]
ENSDARG00000101991	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000043410	xkr6b	XK, Kell blood group complex subunit-related family, member 6b [Source:ZFIN;Acc:ZDB-GENE-040724-153]
ENSDARG00000092994	znf1107	zinc finger protein 1107 [Source:ZFIN;Acc:ZDB-GENE-131122-103]
ENSDARG00000100860	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102561	AL645691.2	
ENSDARG00000085188	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000083513	BX279525.1	
ENSDARG00000098484	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103524	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000096417	si:dkey-11f14.2	si:dkey-11f14.2 [Source:ZFIN;Acc:ZDB-GENE-120215-138]
ENSDARG00000081507	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000103408	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000100880	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000086226	AL645743.1	
ENSDARG00000080570	BX936437.1	
ENSDARG00000101608	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102383	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000089807	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000083114	CU207353.2	
ENSDARG00000098739	phc2b	polyhomeotic homolog 2b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040426-1113]
ENSDARG00000095649	si:dkey-97a13.12	si:dkey-97a13.12 [Source:ZFIN;Acc:ZDB-GENE-070912-614]
ENSDARG00000077687	rp1	retinitis pigmentosa 1 (autosomal dominant) [Source:ZFIN;Acc:ZDB-GENE-070912-612]
ENSDARG00000080783	dre-mir-16c	dre-mir-16c [Source:miRBase;Acc:MI0001896]
ENSDARG00000097962	si:ch211-214g1.4	si:ch211-214g1.4 [Source:ZFIN;Acc:ZDB-GENE-131127-615]
ENSDARG00000079302	and2	actinodin2 [Source:ZFIN;Acc:ZDB-GENE-041105-2]
ENSDARG00000098858	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000087812	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000101833	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000091132	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102220	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000091989	si:dkey-188g12.2	si:dkey-188g12.2 [Source:ZFIN;Acc:ZDB-GENE-070912-406]
ENSDARG00000098661	AL935300.1	
ENSDARG00000089085	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103412	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000059093	ANK1 (1 of 2)	ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]
ENSDARG00000080682	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000099937	LRRC52 (2 of 2)	leucine rich repeat containing 52 [Source:HGNC Symbol;Acc:HGNC:32156]
ENSDARG00000093600	omd	osteomodulin [Source:ZFIN;Acc:ZDB-GENE-060503-756]
ENSDARG00000079788	fam171a1	family with sequence similarity 171, member A1 [Source:ZFIN;Acc:ZDB-GENE-061208-1]
ENSDARG00000086537	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102359	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000099261	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000032319	mest	mesoderm specific transcript [Source:ZFIN;Acc:ZDB-GENE-991111-5]
ENSDARG00000102232	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000086620	gckr	glucokinase (hexokinase 4) regulator [Source:ZFIN;Acc:ZDB-GENE-110411-248]
ENSDARG00000034668	celf3a	cugbp, Elav-like family member 3a [Source:ZFIN;Acc:ZDB-GENE-000501-2]
ENSDARG00000074469	amigo3	adhesion molecule with Ig-like domain 3 [Source:ZFIN;Acc:ZDB-GENE-050208-449]
ENSDARG00000098698	BX005277.1	
ENSDARG00000029993	si:dkey-42l23.9	si:dkey-42l23.9 [Source:ZFIN;Acc:ZDB-GENE-131127-442]
ENSDARG00000041361	ttk	ttk protein kinase [Source:ZFIN;Acc:ZDB-GENE-030123-1]
ENSDARG00000102778	fgf17	fibroblast growth factor 17 [Source:ZFIN;Acc:ZDB-GENE-040621-1]
ENSDARG00000099263	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000103499	HOTTIP_2	HOXA transcript at the distal tip, conserved region 2 [Source:RFAM;Acc:RF02041]
ENSDARG00000083412	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000104259	RAB26	RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]
ENSDARG00000099493	si:dkeyp-4c4.1	
ENSDARG00000081015	U7	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]
ENSDARG00000060177	vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-070912-613]
ENSDARG00000058631	CABZ01030107.1	
ENSDARG00000096358	si:ch211-129n15.7	si:ch211-129n15.7 [Source:ZFIN;Acc:ZDB-GENE-120215-188]
ENSDARG00000099425	CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]
ENSDARG00000095784	nr1h3	
ENSDARG00000055283	id2a	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein, a [Source:ZFIN;Acc:ZDB-GENE-020910-1]
ENSDARG00000099657	CABZ01060335.1	
ENSDARG00000013333	ndufa10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10 [Source:ZFIN;Acc:ZDB-GENE-030131-670]
ENSDARG00000085584	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000092892	TNFRSF14 (7 of 8)	tumor necrosis factor receptor superfamily, member 14 [Source:HGNC Symbol;Acc:HGNC:11912]
ENSDARG00000082825	dre-let-7d-1	dre-let-7d-1 [Source:miRBase;Acc:MI0001868]
ENSDARG00000076861	tmem79b	transmembrane protein 79b [Source:ZFIN;Acc:ZDB-GENE-120807-1]
ENSDARG00000025375	idh1	isocitrate dehydrogenase 1 (NADP+), soluble [Source:ZFIN;Acc:ZDB-GENE-031006-1]
ENSDARG00000000212	krt97	keratin 97 [Source:ZFIN;Acc:ZDB-GENE-040718-78]
ENSDARG00000006383	stxbp5l	syntaxin binding protein 5-like [Source:ZFIN;Acc:ZDB-GENE-041210-220]
ENSDARG00000098761	rgs2	regulator of G-protein signaling 2 [Source:ZFIN;Acc:ZDB-GENE-040718-410]
ENSDARG00000098586	zgc:194887	zgc:194887 [Source:ZFIN;Acc:ZDB-GENE-081022-162]
ENSDARG00000080040	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000101026	CABZ01038709.1	
ENSDARG00000001940	dnajc1	DnaJ (Hsp40) homolog, subfamily C, member 1 [Source:ZFIN;Acc:ZDB-GENE-061103-529]
ENSDARG00000103933	fancm	Fanconi anemia, complementation group M [Source:ZFIN;Acc:ZDB-GENE-090929-1]
ENSDARG00000023868	AKAP13 (1 of 2)	A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:HGNC:371]
ENSDARG00000097394	si:dkey-77f5.6	si:dkey-77f5.6 [Source:ZFIN;Acc:ZDB-GENE-131121-92]
ENSDARG00000088794	si:ch73-180n10.1	si:ch73-180n10.1 [Source:ZFIN;Acc:ZDB-GENE-130603-83]
ENSDARG00000090770	RNF31	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]
ENSDARG00000102103	CR533575.1	
ENSDARG00000056510	gstk1	glutathione S-transferase kappa 1 [Source:ZFIN;Acc:ZDB-GENE-040718-298]
ENSDARG00000006169	lrrk2	leucine-rich repeat kinase 2 [Source:ZFIN;Acc:ZDB-GENE-071218-6]
ENSDARG00000090570	naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050417-105]
ENSDARG00000089147	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000103645	si:ch73-129a22.11	si:ch73-129a22.11 [Source:ZFIN;Acc:ZDB-GENE-100921-68]
ENSDARG00000103303	BX950853.1	
ENSDARG00000086737	tmem68	transmembrane protein 68 [Source:ZFIN;Acc:ZDB-GENE-040426-1267]
ENSDARG00000081568	SNORD33	Small nucleolar RNA Z195/SNORD33/SNORD32 family [Source:RFAM;Acc:RF00133]
ENSDARG00000095688	BX005429.1	
ENSDARG00000083936	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000083322	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000080305	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]
ENSDARG00000069978	si:ch211-67e16.2	si:ch211-67e16.2 [Source:ZFIN;Acc:ZDB-GENE-070912-309]
ENSDARG00000087204	KCNE1	potassium channel, voltage gated subfamily E regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6240]
ENSDARG00000021369	mc3r	melanocortin 3 receptor [Source:ZFIN;Acc:ZDB-GENE-030502-3]
ENSDARG00000095865	si:zfos-44h1.1	si:zfos-44h1.1 [Source:ZFIN;Acc:ZDB-GENE-110411-170]
ENSDARG00000019362	ptbp1a	polypyrimidine tract binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050522-492]
ENSDARG00000090267	CU062628.1	
ENSDARG00000081883	CABZ01078244.2	
ENSDARG00000069677	nicn1	nicolin 1 [Source:ZFIN;Acc:ZDB-GENE-040801-129]
ENSDARG00000027710	btbd16	BTB (POZ) domain containing 16 [Source:ZFIN;Acc:ZDB-GENE-100513-3]
ENSDARG00000080087	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000053186	vstm4b	V-set and transmembrane domain containing 4b [Source:ZFIN;Acc:ZDB-GENE-080303-17]
ENSDARG00000094396	si:dkey-202i12.5	si:dkey-202i12.5 [Source:ZFIN;Acc:ZDB-GENE-110411-21]
ENSDARG00000025889	usp14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) [Source:ZFIN;Acc:ZDB-GENE-030131-7676]
ENSDARG00000081432	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]
ENSDARG00000004171	rabac1	Rab acceptor 1 (prenylated) [Source:ZFIN;Acc:ZDB-GENE-040625-146]
ENSDARG00000082857	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000090409	SNORD53_SNORD92	Small nucleolar RNA SNORD53/SNORD92 [Source:RFAM;Acc:RF00325]
ENSDARG00000099759	BX510342.1	
ENSDARG00000103855	CABZ01016079.1	
ENSDARG00000071082	p4ha1b	prolyl 4-hydroxylase, alpha polypeptide I b [Source:ZFIN;Acc:ZDB-GENE-030131-4089]
ENSDARG00000101693	stk19	serine/threonine kinase 19 [Source:ZFIN;Acc:ZDB-GENE-000616-11]
ENSDARG00000052332	ftr98	finTRIM family, member 98 [Source:ZFIN;Acc:ZDB-GENE-081105-171]
ENSDARG00000086616	CABZ01093075.1	
ENSDARG00000055056	si:ch73-129a22.11	si:ch73-129a22.11 [Source:ZFIN;Acc:ZDB-GENE-100921-68]
ENSDARG00000091240	SNORD53_SNORD92	Small nucleolar RNA SNORD53/SNORD92 [Source:RFAM;Acc:RF00325]
ENSDARG00000093629	si:ch211-106h4.4	si:ch211-106h4.4 [Source:ZFIN;Acc:ZDB-GENE-070705-14]
ENSDARG00000082452	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]
ENSDARG00000037859	il11a	interleukin 11a [Source:ZFIN;Acc:ZDB-GENE-051019-1]
ENSDARG00000045269	PTS	6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]
ENSDARG00000086424	CU137681.1	
ENSDARG00000096739	si:dkey-219e21.2	si:dkey-219e21.2 [Source:ZFIN;Acc:ZDB-GENE-141215-26]
ENSDARG00000104896	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000082599	dre-mir-460	dre-mir-460 [Source:miRBase;Acc:MI0002181]
ENSDARG00000085889	dre-mir-2185-1	dre-mir-2185-1 [Source:miRBase;Acc:MI0010835]
ENSDARG00000080503	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]
ENSDARG00000097279	si:ch73-274k23.3	si:ch73-274k23.3 [Source:ZFIN;Acc:ZDB-GENE-131121-276]
ENSDARG00000090763	SNORD53_SNORD92	Small nucleolar RNA SNORD53/SNORD92 [Source:RFAM;Acc:RF00325]
ENSDARG00000099017	CABZ01003344.1	
ENSDARG00000060165	dnah7	dynein, axonemal, heavy chain 7 [Source:ZFIN;Acc:ZDB-GENE-070912-282]
ENSDARG00000093867	si:dkey-19a16.3	si:dkey-19a16.3 [Source:ZFIN;Acc:ZDB-GENE-050208-572]
ENSDARG00000100441	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000089808	CABZ01094029.1	
ENSDARG00000102285	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000100714	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000103240	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000032156	zgc:171776	zgc:171776 [Source:ZFIN;Acc:ZDB-GENE-071004-36]
ENSDARG00000103179	si:dkey-109a10.1	si:dkey-109a10.1 [Source:ZFIN;Acc:ZDB-GENE-141212-360]
ENSDARG00000097763	si:dkey-286f11.2	si:dkey-286f11.2 [Source:ZFIN;Acc:ZDB-GENE-131127-213]
ENSDARG00000096085	si:ch211-208g1.1	si:ch211-208g1.1 [Source:ZFIN;Acc:ZDB-GENE-050419-135]
ENSDARG00000096103	si:dkey-174c13.1	si:dkey-174c13.1 [Source:ZFIN;Acc:ZDB-GENE-110914-217]
ENSDARG00000024112	gmppaa	GDP-mannose pyrophosphorylase Aa [Source:ZFIN;Acc:ZDB-GENE-040704-37]
ENSDARG00000008861	tfap2e	transcription factor AP-2 epsilon [Source:ZFIN;Acc:ZDB-GENE-040426-1455]
ENSDARG00000101563	yars2	
ENSDARG00000061728	acot13	acyl-CoA thioesterase 13 [Source:ZFIN;Acc:ZDB-GENE-060503-437]
ENSDARG00000070734	dyrk4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:ZFIN;Acc:ZDB-GENE-091015-3]
ENSDARG00000068691	kctd4	potassium channel tetramerization domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040704-71]
ENSDARG00000057986	ints8	integrator complex subunit 8 [Source:ZFIN;Acc:ZDB-GENE-050522-556]
ENSDARG00000083885	ACA64	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]
ENSDARG00000098556	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000036158	nudcd1	NudC domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050522-483]
ENSDARG00000098396	LRG1 (2 of 3)	leucine-rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]
ENSDARG00000077553	CABZ01067868.1	
ENSDARG00000080931	dre-mir-18b	dre-mir-18b [Source:miRBase;Acc:MI0001901]
ENSDARG00000070166	zgc:153499	zgc:153499 [Source:ZFIN;Acc:ZDB-GENE-060825-234]
ENSDARG00000104040	HPS5 (2 of 2)	Hermansky-Pudlak syndrome 5 [Source:HGNC Symbol;Acc:HGNC:17022]
ENSDARG00000088243	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000083928	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000061114	PARG	poly (ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605]
ENSDARG00000016391	calcoco1b	calcium binding and coiled-coil domain 1b [Source:ZFIN;Acc:ZDB-GENE-031118-126]
ENSDARG00000104354	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103238	CR848751.1	
ENSDARG00000104379	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000094852	si:ch211-137i24.13	si:ch211-137i24.13 [Source:ZFIN;Acc:ZDB-GENE-060526-37]
ENSDARG00000105165	BX088712.3	
ENSDARG00000081807	dre-let-7b	dre-let-7b [Source:miRBase;Acc:MI0001865]
ENSDARG00000018494	smn1	survival of motor neuron 1, telomeric [Source:ZFIN;Acc:ZDB-GENE-990715-16]
ENSDARG00000099275	LRG1 (3 of 3)	leucine-rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]
ENSDARG00000062785	adpgk2	ADP-dependent glucokinase 2 [Source:ZFIN;Acc:ZDB-GENE-090609-3]
ENSDARG00000095579	FIS1	fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]
ENSDARG00000091447	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000074332	SPEN (2 of 2)	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
ENSDARG00000104619	si:ch211-171l17.4	si:ch211-171l17.4 [Source:ZFIN;Acc:ZDB-GENE-050208-534]
ENSDARG00000075791	si:dkey-79f11.5	si:dkey-79f11.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9145]
ENSDARG00000087097	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000077151	cbln2b	cerebellin 2b precursor [Source:ZFIN;Acc:ZDB-GENE-070615-12]
ENSDARG00000018361	sult1st3	sulfotransferase family 1, cytosolic sulfotransferase 3 [Source:ZFIN;Acc:ZDB-GENE-030804-28]
ENSDARG00000101770	ACEA_U3	ACEA small nucleolar RNA U3 [Source:RFAM;Acc:RF01848]
ENSDARG00000097713	si:dkey-159n16.3	si:dkey-159n16.3 [Source:ZFIN;Acc:ZDB-GENE-131127-470]
ENSDARG00000090287	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000062447	hecw2a	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2a [Source:ZFIN;Acc:ZDB-GENE-090311-22]
ENSDARG00000037357	WIPI1 (1 of 2)	WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]
ENSDARG00000082675	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000086579	APLF (1 of 2)	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]
ENSDARG00000102186	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000002945	bgnb	biglycan b [Source:ZFIN;Acc:ZDB-GENE-040426-21]
ENSDARG00000100817	FP236812.2	
